,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
1258,感谢 感谢 感谢 感谢 玫瑰 玫瑰 玫瑰 玫瑰 流泪 流泪 流泪 流泪,38,38_作孽_玫瑰_语_流泪,"['作孽', '玫瑰', '语', '流泪', '感谢', '可惜', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['感谢 感谢 感谢 感谢 感谢 感谢 无 语 流泪 流泪 流泪 流泪 流泪', '作孽 呀 ？ 感谢 感谢 感谢 感谢 感谢 感谢 流泪 流泪 流泪 流泪 流泪 流泪', '感谢 感谢 感谢 感谢 玫瑰 玫瑰 玫瑰 玫瑰 流泪 流泪 流泪 流泪']",作孽 - 玫瑰 - 语 - 流泪 - 感谢 - 可惜 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.871714250040085,True
1259,无声 流泪,52,52_遗憾_特别_语_人生,"['遗憾', '特别', '语', '人生', '说不出来', '感到', '陌生人', '看着', '泪目', '无常', '伤心', '刷到', '难过', '哭', '痛心', '心疼', '太', '心痛', '可惜', '流泪', '', '', '', '', '', '', '', '', '', '']","['太 遗憾 了 太 可惜 了 太 痛心 了', '看到 泪目 了 ， 真是 人生 无常', '虽然 是 陌生人 ， 但是 刷到 这样 的 消息 也 感到 特别 痛心']",遗憾 - 特别 - 语 - 人生 - 说不出来 - 感到 - 陌生人 - 看着 - 泪目 - 无常 - 伤心 - 刷到 - 难过 - 哭 - 痛心 - 心疼 - 太 - 心痛 - 可惜 - 流泪 -  -  -  -  -  -  -  -  -  - ,0.338996425663977,False
1260,试问 上层 人 看到 心痛 吗 感谢,24,24_责任_外婆_令人_多难,"['责任', '外婆', '令人', '多难', '痛心疾首', '爷爷奶奶', '事故', '但愿', '这是', '悲伤', '接受', '天灾', '人间', '发生', '无情', '陌生人', '活着', '家人', '生', '孩子', '香', '意外', '死', '父母', '痛心', '四口', '三柱', '捂脸', '心疼', '一家']","['谁 的 责任', '如果 是 战争 时期 无可奈何 ？ 安宁 和谐 的 当前 确实 不 应该 有 此 事故 发生 ； 这是 灭门 … 痛心疾首 …', '三柱 香 感谢 感谢 感谢 孩子 爷爷奶奶 外公 外婆 多难 接受']",责任 - 外婆 - 令人 - 多难 - 痛心疾首 - 爷爷奶奶 - 事故 - 但愿 - 这是 - 悲伤 - 接受 - 天灾 - 人间 - 发生 - 无情 - 陌生人 - 活着 - 家人 - 生 - 孩子 - 香 - 意外 - 死 - 父母 - 痛心 - 四口 - 三柱 - 捂脸 - 心疼 - 一家,1.0,False
1261,天 ， 老天 怎么 忍心 啊 流泪 感谢 感谢,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1262,感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪 流泪 流泪,37,37_一路_走_感谢_流泪,"['一路', '走', '感谢', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪 流泪 流泪', '感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪 流泪 流泪', '感谢 感谢 感谢 一路 走 好 感谢 感谢 感谢 流泪 流泪 流泪']",一路 - 走 - 感谢 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.014148113898411268,False
1263,中午 刷到 ， 一家人 就 这样 么 捂脸 愿 天堂 一切 安好 吧 感谢 感谢 感谢,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1264,太 痛心 了 流泪 可惜 感谢,24,24_责任_外婆_令人_多难,"['责任', '外婆', '令人', '多难', '痛心疾首', '爷爷奶奶', '事故', '但愿', '这是', '悲伤', '接受', '天灾', '人间', '发生', '无情', '陌生人', '活着', '家人', '生', '孩子', '香', '意外', '死', '父母', '痛心', '四口', '三柱', '捂脸', '心疼', '一家']","['谁 的 责任', '如果 是 战争 时期 无可奈何 ？ 安宁 和谐 的 当前 确实 不 应该 有 此 事故 发生 ； 这是 灭门 … 痛心疾首 …', '三柱 香 感谢 感谢 感谢 孩子 爷爷奶奶 外公 外婆 多难 接受']",责任 - 外婆 - 令人 - 多难 - 痛心疾首 - 爷爷奶奶 - 事故 - 但愿 - 这是 - 悲伤 - 接受 - 天灾 - 人间 - 发生 - 无情 - 陌生人 - 活着 - 家人 - 生 - 孩子 - 香 - 意外 - 死 - 父母 - 痛心 - 四口 - 三柱 - 捂脸 - 心疼 - 一家,1.0,False
1265,太 可怜 了 ！,7,7_父子_船_留下来_来世,"['父子', '船', '留下来', '来世', '庝', '家庭', '富贵在天', '罪魁祸首', '出行', '果', '全家福', '太小', '本来', '年轻', '四位', '晚上', '活下去', '心', '分开', '一家子', '不由', '半点', '夫妻', '揪心', '活呀', '生活', '发出', '咋活', '世上', '老人家']","['本来 是 开开心心 的 一家人 在 一起 出行 的 ， 哪里 会 知道 开向 了 不归路 呢 ？ 真的 不 知道 灾难 什么 时候 会 降临 ， 世事 无常 啊 ！', '为什么 古人 说 夫妻 不同 车 、 父子 不同 船 呢 ！ ！ ！', '要 我 说 世上 根本 就 没有 全家福 照 ， 年轻 的 来世 ， 老 的 离世 ， 哪里 会 有 什么 全家福 平安 果']",父子 - 船 - 留下来 - 来世 - 庝 - 家庭 - 富贵在天 - 罪魁祸首 - 出行 - 果 - 全家福 - 太小 - 本来 - 年轻 - 四位 - 晚上 - 活下去 - 心 - 分开 - 一家子 - 不由 - 半点 - 夫妻 - 揪心 - 活呀 - 生活 - 发出 - 咋活 - 世上 - 老人家,1.0,False
1266,太叫 人 心疼 了,34,34_遇难_看不得_祝福_太难受,"['遇难', '看不得', '祝福', '太难受', '语', '不了', '心酸', '事情', '发生', '难受', '死', '真的', '心疼', '太', '心痛', '可惜', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['太难受 了', '最 看不得 这样 事情 发生', '人家 遇难 自己 祝福 自己 这些 人 真是 无 语']",遇难 - 看不得 - 祝福 - 太难受 - 语 - 不了 - 心酸 - 事情 - 发生 - 难受 - 死 - 真的 - 心疼 - 太 - 心痛 - 可惜 -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.11690641551953367,False
1267,全家 遇不到,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1268,心痛 感谢 感谢,25,25_罪过_有情_阴公_人间,"['罪过', '有情', '阴公', '人间', '残忍', '无情', '悲痛', '悲剧', '痛', '心碎', '难过', '灾难', '心痛', '感谢', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['罪过 感谢 感谢', '罪过 感谢 感谢', '灾难 无情 人 有情 感谢 感谢 感谢']",罪过 - 有情 - 阴公 - 人间 - 残忍 - 无情 - 悲痛 - 悲剧 - 痛 - 心碎 - 难过 - 灾难 - 心痛 - 感谢 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.20767946473411528,False
1269,痛 ， 多好 的 家庭 就 这样 没 了 ， 希望 在 那边 好好 团聚 感谢 感谢 感谢 感谢,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1270,天灾 面前 ， 人类 是 那么 无奈,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1271,感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪,45,45_造孽_阿弥陀佛_泪目_痛心,"['造孽', '阿弥陀佛', '泪目', '痛心', '感谢', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 痛心', '阿弥陀佛 感谢 感谢 感谢 感谢 感谢 好 造孽 流泪', '感谢 感谢 感谢 感谢 感谢 感谢 感谢 泪目']",造孽 - 阿弥陀佛 - 泪目 - 痛心 - 感谢 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.11005967473376499,False
1272,感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪,45,45_造孽_阿弥陀佛_泪目_痛心,"['造孽', '阿弥陀佛', '泪目', '痛心', '感谢', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 痛心', '阿弥陀佛 感谢 感谢 感谢 感谢 感谢 好 造孽 流泪', '感谢 感谢 感谢 感谢 感谢 感谢 感谢 泪目']",造孽 - 阿弥陀佛 - 泪目 - 痛心 - 感谢 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.06519982807607365,False
1273,希望 他们 一家人 在 另外 一个 世界 还是 这 的 相亲相爱 感谢 感谢 感谢 感谢 感谢 感谢 看到 这样 好 的 一家 四口 好 面善 捂脸 捂脸 捂脸 捂脸 捂脸 捂脸 捂脸 捂脸 捂脸 捂脸,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
1274,心痛 ， 愿 天堂 无灾 无祸 。 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,27,27_原因_此事_道理_生命,"['原因', '此事', '道理', '生命', '只能', '病', '无祸', '无助', '眼前', '无意', '无灾', '面对', '快', '开心', '分开', '俩', '祝', '坐', '大桥', '苦', '天呐', '快乐', '话', '老人家', '无奈', '发生', '但愿', '不幸', '悲剧', '渺小']","['在 灾难 面前 都 是 那么 无助 ， 生命 是 多么 的 渺小 。 感谢 感谢', '老人家 们 说 的 有些 话 有 道理 的 ， 出门 ， 一家人 不要 同坐 一个 车 ， 最好 分开 坐 ， 就是 这 原因 。 真 心疼 你们 流泪 流泪 你们 团员 了 ， 两家 的 老人 怎么 活 感谢 感谢 感谢 愿 你们 一路 走 好 ， 天堂 没有 病灾 感谢 感谢 感谢', '无意 刷到 。 愿 全家 无 病 无灾 ！ 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",原因 - 此事 - 道理 - 生命 - 只能 - 病 - 无祸 - 无助 - 眼前 - 无意 - 无灾 - 面对 - 快 - 开心 - 分开 - 俩 - 祝 - 坐 - 大桥 - 苦 - 天呐 - 快乐 - 话 - 老人家 - 无奈 - 发生 - 但愿 - 不幸 - 悲剧 - 渺小,0.43301559946971674,False
1275,心痛 ， 愿 天堂 无灾 无祸 。 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,27,27_原因_此事_道理_生命,"['原因', '此事', '道理', '生命', '只能', '病', '无祸', '无助', '眼前', '无意', '无灾', '面对', '快', '开心', '分开', '俩', '祝', '坐', '大桥', '苦', '天呐', '快乐', '话', '老人家', '无奈', '发生', '但愿', '不幸', '悲剧', '渺小']","['在 灾难 面前 都 是 那么 无助 ， 生命 是 多么 的 渺小 。 感谢 感谢', '老人家 们 说 的 有些 话 有 道理 的 ， 出门 ， 一家人 不要 同坐 一个 车 ， 最好 分开 坐 ， 就是 这 原因 。 真 心疼 你们 流泪 流泪 你们 团员 了 ， 两家 的 老人 怎么 活 感谢 感谢 感谢 愿 你们 一路 走 好 ， 天堂 没有 病灾 感谢 感谢 感谢', '无意 刷到 。 愿 全家 无 病 无灾 ！ 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",原因 - 此事 - 道理 - 生命 - 只能 - 病 - 无祸 - 无助 - 眼前 - 无意 - 无灾 - 面对 - 快 - 开心 - 分开 - 俩 - 祝 - 坐 - 大桥 - 苦 - 天呐 - 快乐 - 话 - 老人家 - 无奈 - 发生 - 但愿 - 不幸 - 悲剧 - 渺小,0.7301262954727756,False
1276,泣不成声,97,97_发生_接受_泣不成声_悲哀,"['发生', '接受', '泣不成声', '悲哀', '会', '明天', '父母', '痛心', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['悲哀 泣不成声', '双方 父母 怎么 能 接受 泣不成声', '嗨 谁 也 不 知道 明天 会 发生 什么 泣不成声']",发生 - 接受 - 泣不成声 - 悲哀 - 会 - 明天 - 父母 - 痛心 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,False
1277,泣不成声,97,97_发生_接受_泣不成声_悲哀,"['发生', '接受', '泣不成声', '悲哀', '会', '明天', '父母', '痛心', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['悲哀 泣不成声', '双方 父母 怎么 能 接受 泣不成声', '嗨 谁 也 不 知道 明天 会 发生 什么 泣不成声']",发生 - 接受 - 泣不成声 - 悲哀 - 会 - 明天 - 父母 - 痛心 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,False
1278,泣不成声,97,97_发生_接受_泣不成声_悲哀,"['发生', '接受', '泣不成声', '悲哀', '会', '明天', '父母', '痛心', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['悲哀 泣不成声', '双方 父母 怎么 能 接受 泣不成声', '嗨 谁 也 不 知道 明天 会 发生 什么 泣不成声']",发生 - 接受 - 泣不成声 - 悲哀 - 会 - 明天 - 父母 - 痛心 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,False
1279,感谢 感谢 感谢 不看,3,3_天下_不再_意外_愿,"['天下', '不再', '意外', '愿', '感谢', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['感谢 感谢 感谢 流泪', '感谢 感谢 感谢 流泪', '愿 天下 不再 有 意外 感谢 感谢 感谢 流泪']",天下 - 不再 - 意外 - 愿 - 感谢 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.060090847868165015,False
1280,节安 ， 一路 走 好 流泪 流泪 流泪 流泪 流泪 流泪,50,50_抱抱_留下_快乐_人间,"['抱抱', '留下', '快乐', '人间', '安好', '一路', '痛苦', '走', '一个', '天堂', '愿', '泪奔', '灾难', '一家', '心疼', '心痛', '流泪', '', '', '', '', '', '', '', '', '', '', '', '', '']","['愿 人间 再 无 灾难 流泪 流泪 流泪', '本是 快乐 一家 ， 泪奔 流泪 流泪 流泪', '天堂 你们 仍然 一家 抱抱 你 抱抱 你 流泪 流泪 比 留下 一个 人 痛苦 好 啊 流泪 流泪']",抱抱 - 留下 - 快乐 - 人间 - 安好 - 一路 - 痛苦 - 走 - 一个 - 天堂 - 愿 - 泪奔 - 灾难 - 一家 - 心疼 - 心痛 - 流泪 -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,False
1281,好 可惜 的 一家 四口 ， 都 还 那么 年轻 流泪,23,23_钱_停下来_元_快,"['钱', '停下来', '元', '快', '剩下', '睁眼', '急', '善良', '停车', '停下', '公平', '有时候', '好心', '区', '司机', '事', '照顾', '人会', '爸爸', '哥哥', '车', '找到', '万', '投奔', '全家福', '夫妻', '出', '时间', '情况', '更']","['曾经 有人 说 过 ， 照相 能不照 全家福 就 不要 照 全家福 ， 说 是 事事 不能 太 圆满 感谢 感谢 感谢 但 刷 到 很多 这样 全家福 都 是 一家 一家 没有 了 。 不 知道 是不是 太 凑巧 了 感谢 感谢 感谢 说 夫妻 也 不能 太 恩爱 ， 深情 不 长寿 ， 我 真的 有时候 好 怀疑 那些 说话 真的 是 有 那么回事 一样 。 我 姑父 在世 时 夫妻俩 真的 是 别人 羡慕 一对 ， 夫妻 真的 是 好 恩爱 ， 可 我 姑父 确把 我 姑姑 丢 在 半路上 ， 让 她 一辈子 活在 失去 我 姑父 痛苦 中 。 我 姑父 走 了 快 二十年 了 ， 我 姑姑 每次 回娘家 只要 说起 我 姑父 泪流满面 ， 以前 别人 帮 她 介绍 对象 我 姑姑 无法 接受 别人 ， 现如今 六十岁 了 。 守 着 儿女 ， 孙子 们 过 开心 很多 了 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。', '你 是 善良 的 人 ， 像 这种 情况 停车 看看 。 问 一下 什么 事 ， 没 钱 加油 ， 救个 急 给 100 元 ， 行善 事 ， 天在 保佑 你 ！ 如果 感到 不合理 。 可以 开车 走 。']",钱 - 停下来 - 元 - 快 - 剩下 - 睁眼 - 急 - 善良 - 停车 - 停下 - 公平 - 有时候 - 好心 - 区 - 司机 - 事 - 照顾 - 人会 - 爸爸 - 哥哥 - 车 - 找到 - 万 - 投奔 - 全家福 - 夫妻 - 出 - 时间 - 情况 - 更,0.6036856769476338,False
